,date,team_away,team_home,R_away,R_home
34,2021-04-01,オリックス・バファローズ,福岡ソフトバンクホークス,2,0
35,2021-04-02,東京ヤクルトスワローズ,読売ジャイアンツ,2,0
36,2021-04-02,広島東洋カープ,横浜DeNAベイスターズ,4,0
37,2021-04-02,中日ドラゴンズ,阪神タイガース,6,3
38,2021-04-02,千葉ロッテマリーンズ,北海道日本ハムファイターズ,16,4
39,2021-04-02,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,2
40,2021-04-02,埼玉西武ライオンズ,福岡ソフトバンクホークス,6,2
41,2021-04-03,読売ジャイアンツ,東京ヤクルトスワローズ,2,2
42,2021-04-03,広島東洋カープ,横浜DeNAベイスターズ,7,3
43,2021-04-03,阪神タイガース,中日ドラゴンズ,1,0
44,2021-04-03,千葉ロッテマリーンズ,北海道日本ハムファイターズ,6,5
45,2021-04-03,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,2
46,2021-04-03,埼玉西武ライオンズ,福岡ソフトバンクホークス,7,4
47,2021-04-04,読売ジャイアンツ,東京ヤクルトスワローズ,2,1
48,2021-04-04,横浜DeNAベイスターズ,広島東洋カープ,3,1
49,2021-04-04,阪神タイガース,中日ドラゴンズ,3,1
50,2021-04-04,北海道日本ハムファイターズ,千葉ロッテマリーンズ,1,1
51,2021-04-04,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,0
52,2021-04-04,埼玉西武ライオンズ,福岡ソフトバンクホークス,4,2
53,2021-04-06,広島東洋カープ,東京ヤクルトスワローズ,2,0
54,2021-04-06,横浜DeNAベイスターズ,中日ドラゴンズ,7,3
55,2021-04-06,阪神タイガース,読売ジャイアンツ,6,2
56,2021-04-06,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,0
57,2021-04-06,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,13,2
58,2021-04-06,千葉ロッテマリーンズ,オリックス・バファローズ,3,3
59,2021-04-07,東京ヤクルトスワローズ,広島東洋カープ,3,2
60,2021-04-07,中日ドラゴンズ,横浜DeNAベイスターズ,3,1
61,2021-04-07,阪神タイガース,読売ジャイアンツ,7,1
62,2021-04-07,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,2
63,2021-04-07,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,6,3
64,2021-04-07,千葉ロッテマリーンズ,オリックス・バファローズ,9,2
65,2021-04-08,東京ヤクルトスワローズ,広島東洋カープ,11,7
66,2021-04-08,横浜DeNAベイスターズ,中日ドラゴンズ,5,2
67,2021-04-08,読売ジャイアンツ,阪神タイガース,3,0
68,2021-04-08,福岡ソフトバンクホークス,北海道日本ハムファイターズ,4,2
69,2021-04-08,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,4,0
70,2021-04-08,オリックス・バファローズ,千葉ロッテマリーンズ,5,1
71,2021-04-09,阪神タイガース,横浜DeNAベイスターズ,9,2
72,2021-04-09,広島東洋カープ,読売ジャイアンツ,2,0
73,2021-04-09,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,1,1
74,2021-04-09,埼玉西武ライオンズ,千葉ロッテマリーンズ,7,4
75,2021-04-09,北海道日本ハムファイターズ,オリックス・バファローズ,2,1
76,2021-04-10,阪神タイガース,横浜DeNAベイスターズ,4,0
77,2021-04-10,中日ドラゴンズ,東京ヤクルトスワローズ,2,2
78,2021-04-10,広島東洋カープ,読売ジャイアンツ,4,2
79,2021-04-10,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,8,8
80,2021-04-10,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,2
81,2021-04-10,北海道日本ハムファイターズ,オリックス・バファローズ,5,2
82,2021-04-11,阪神タイガース,横浜DeNAベイスターズ,3,2
83,2021-04-11,中日ドラゴンズ,東京ヤクルトスワローズ,2,1
84,2021-04-11,読売ジャイアンツ,広島東洋カープ,9,0
85,2021-04-11,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,0
86,2021-04-11,埼玉西武ライオンズ,千葉ロッテマリーンズ,2,1
87,2021-04-11,オリックス・バファローズ,北海道日本ハムファイターズ,4,4
88,2021-04-13,読売ジャイアンツ,中日ドラゴンズ,2,1
89,2021-04-13,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,1
90,2021-04-13,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,2
91,2021-04-13,北海道日本ハムファイターズ,埼玉西武ライオンズ,3,2
92,2021-04-13,オリックス・バファローズ,福岡ソフトバンクホークス,7,4
93,2021-04-14,読売ジャイアンツ,中日ドラゴンズ,5,1
94,2021-04-14,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,3
95,2021-04-14,阪神タイガース,広島東洋カープ,6,0
96,2021-04-14,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,2,2
97,2021-04-14,埼玉西武ライオンズ,北海道日本ハムファイターズ,2,1
98,2021-04-14,福岡ソフトバンクホークス,オリックス・バファローズ,4,1
99,2021-04-15,読売ジャイアンツ,中日ドラゴンズ,5,1
100,2021-04-15,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,1
101,2021-04-15,阪神タイガース,広島東洋カープ,4,0
102,2021-04-15,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,7,3
103,2021-04-15,福岡ソフトバンクホークス,オリックス・バファローズ,4,3
104,2021-04-16,読売ジャイアンツ,横浜DeNAベイスターズ,7,0
105,2021-04-16,広島東洋カープ,中日ドラゴンズ,7,3
106,2021-04-16,阪神タイガース,東京ヤクルトスワローズ,2,0
107,2021-04-16,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,4,1
108,2021-04-16,埼玉西武ライオンズ,福岡ソフトバンクホークス,2,1
109,2021-04-16,オリックス・バファローズ,千葉ロッテマリーンズ,3,3
110,2021-04-17,読売ジャイアンツ,横浜DeNAベイスターズ,7,2
111,2021-04-17,中日ドラゴンズ,広島東洋カープ,5,0
112,2021-04-17,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4,1
113,2021-04-17,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,1
114,2021-04-17,千葉ロッテマリーンズ,オリックス・バファローズ,7,2
115,2021-04-18,横浜DeNAベイスターズ,読売ジャイアンツ,2,2
116,2021-04-18,広島東洋カープ,中日ドラゴンズ,4,2
117,2021-04-18,阪神タイガース,東京ヤクルトスワローズ,10,7
118,2021-04-18,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,4,1
119,2021-04-18,埼玉西武ライオンズ,福岡ソフトバンクホークス,4,4
120,2021-04-18,千葉ロッテマリーンズ,オリックス・バファローズ,3,2
121,2021-04-20,阪神タイガース,読売ジャイアンツ,10,5
122,2021-04-20,横浜DeNAベイスターズ,中日ドラゴンズ,0,0
123,2021-04-20,東京ヤクルトスワローズ,広島東洋カープ,2,1
124,2021-04-20,千葉ロッテマリーンズ,北海道日本ハムファイターズ,8,4
125,2021-04-20,オリックス・バファローズ,埼玉西武ライオンズ,11,3
126,2021-04-20,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,6,4
127,2021-04-21,読売ジャイアンツ,阪神タイガース,3,2
128,2021-04-21,中日ドラゴンズ,横浜DeNAベイスターズ,7,1
129,2021-04-21,広島東洋カープ,東京ヤクルトスワローズ,1,1
130,2021-04-21,千葉ロッテマリーンズ,北海道日本ハムファイターズ,6,5
131,2021-04-21,オリックス・バファローズ,埼玉西武ライオンズ,4,2
132,2021-04-21,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,1
133,2021-04-22,読売ジャイアンツ,阪神タイガース,8,3
134,2021-04-22,中日ドラゴンズ,横浜DeNAベイスターズ,1,0
135,2021-04-22,東京ヤクルトスワローズ,広島東洋カープ,7,4
136,2021-04-22,北海道日本ハムファイターズ,千葉ロッテマリーンズ,3,1
137,2021-04-22,オリックス・バファローズ,埼玉西武ライオンズ,7,6
138,2021-04-23,読売ジャイアンツ,広島東洋カープ,2,1
139,2021-04-23,東京ヤクルトスワローズ,中日ドラゴンズ,6,4
140,2021-04-23,横浜DeNAベイスターズ,阪神タイガース,7,1
141,2021-04-23,オリックス・バファローズ,北海道日本ハムファイターズ,6,1
142,2021-04-23,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,2,2
143,2021-04-23,福岡ソフトバンクホークス,千葉ロッテマリーンズ,3,2
144,2021-04-24,広島東洋カープ,読売ジャイアンツ,6,3
145,2021-04-24,東京ヤクルトスワローズ,中日ドラゴンズ,4,3
146,2021-04-24,阪神タイガース,横浜DeNAベイスターズ,13,1
147,2021-04-24,北海道日本ハムファイターズ,オリックス・バファローズ,5,3
148,2021-04-24,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,2,1
149,2021-04-24,千葉ロッテマリーンズ,福岡ソフトバンクホークス,11,9
150,2021-04-25,広島東洋カープ,読売ジャイアンツ,9,8
151,2021-04-25,東京ヤクルトスワローズ,中日ドラゴンズ,4,3
152,2021-04-25,阪神タイガース,横浜DeNAベイスターズ,7,5
153,2021-04-25,北海道日本ハムファイターズ,オリックス・バファローズ,4,4
154,2021-04-25,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,8,4
155,2021-04-25,千葉ロッテマリーンズ,福岡ソフトバンクホークス,8,5
156,2021-04-27,読売ジャイアンツ,東京ヤクルトスワローズ,14,11
157,2021-04-27,中日ドラゴンズ,阪神タイガース,2,1
158,2021-04-27,広島東洋カープ,横浜DeNAベイスターズ,10,1
159,2021-04-27,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,1
160,2021-04-27,オリックス・バファローズ,東北楽天ゴールデンイーグルス,5,5
161,2021-04-27,北海道日本ハムファイターズ,福岡ソフトバンクホークス,7,2
162,2021-04-28,読売ジャイアンツ,東京ヤクルトスワローズ,7,3
163,2021-04-28,中日ドラゴンズ,阪神タイガース,6,1
164,2021-04-28,横浜DeNAベイスターズ,広島東洋カープ,13,2
165,2021-04-28,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,2
166,2021-04-28,オリックス・バファローズ,東北楽天ゴールデンイーグルス,0,0
167,2021-04-28,北海道日本ハムファイターズ,福岡ソフトバンクホークス,4,3
168,2021-04-29,阪神タイガース,中日ドラゴンズ,6,2
169,2021-04-29,横浜DeNAベイスターズ,広島東洋カープ,5,3
170,2021-04-29,千葉ロッテマリーンズ,埼玉西武ライオンズ,5,2
171,2021-04-29,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,1
172,2021-04-30,中日ドラゴンズ,読売ジャイアンツ,3,2
173,2021-04-30,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,0
174,2021-04-30,阪神タイガース,広島東洋カープ,4,2
175,2021-04-30,埼玉西武ライオンズ,北海道日本ハムファイターズ,5,1
176,2021-04-30,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,8,1
177,2021-04-30,オリックス・バファローズ,福岡ソフトバンクホークス,5,4
178,2021-05-01,中日ドラゴンズ,読売ジャイアンツ,9,6
179,2021-05-01,横浜DeNAベイスターズ,東京ヤクルトスワローズ,10,2
180,2021-05-01,北海道日本ハムファイターズ,埼玉西武ライオンズ,5,4
181,2021-05-01,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,3,0
182,2021-05-01,福岡ソフトバンクホークス,オリックス・バファローズ,13,0
183,2021-05-02,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,7
184,2021-05-02,阪神タイガース,広島東洋カープ,7,3
185,2021-05-02,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,5
186,2021-05-02,オリックス・バファローズ,福岡ソフトバンクホークス,5,4
187,2021-05-03,横浜DeNAベイスターズ,中日ドラゴンズ,2,1
188,2021-05-03,読売ジャイアンツ,広島東洋カープ,3,2
189,2021-05-03,オリックス・バファローズ,埼玉西武ライオンズ,6,3
190,2021-05-03,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,7,4
191,2021-05-04,阪神タイガース,東京ヤクルトスワローズ,11,5
192,2021-05-04,中日ドラゴンズ,横浜DeNAベイスターズ,8,4
193,2021-05-04,広島東洋カープ,読売ジャイアンツ,1,1
194,2021-05-04,埼玉西武ライオンズ,オリックス・バファローズ,6,6
195,2021-05-04,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,6,4
196,2021-05-05,東京ヤクルトスワローズ,阪神タイガース,2,2
197,2021-05-05,横浜DeNAベイスターズ,中日ドラゴンズ,4,0
198,2021-05-05,読売ジャイアンツ,広島東洋カープ,4,0
199,2021-05-05,埼玉西武ライオンズ,オリックス・バファローズ,6,2
200,2021-05-05,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,5,5
201,2021-05-07,東京ヤクルトスワローズ,読売ジャイアンツ,6,4
202,2021-05-07,横浜DeNAベイスターズ,阪神タイガース,12,6
203,2021-05-07,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,6,1
204,2021-05-07,千葉ロッテマリーンズ,オリックス・バファローズ,7,5
205,2021-05-07,福岡ソフトバンクホークス,埼玉西武ライオンズ,2,2
206,2021-05-08,阪神タイガース,横浜DeNAベイスターズ,4,1
207,2021-05-08,広島東洋カープ,中日ドラゴンズ,4,3
208,2021-05-08,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4,1
209,2021-05-08,オリックス・バファローズ,千葉ロッテマリーンズ,5,2
210,2021-05-08,埼玉西武ライオンズ,福岡ソフトバンクホークス,2,0
211,2021-05-09,読売ジャイアンツ,東京ヤクルトスワローズ,7,5
212,2021-05-09,阪神タイガース,横浜DeNAベイスターズ,3,2
213,2021-05-09,中日ドラゴンズ,広島東洋カープ,2,0
214,2021-05-09,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,6,3
215,2021-05-09,千葉ロッテマリーンズ,オリックス・バファローズ,7,4
216,2021-05-09,福岡ソフトバンクホークス,埼玉西武ライオンズ,3,1
217,2021-05-11,読売ジャイアンツ,横浜DeNAベイスターズ,4,2
218,2021-05-11,阪神タイガース,中日ドラゴンズ,4,4
219,2021-05-11,オリックス・バファローズ,北海道日本ハムファイターズ,9,1
220,2021-05-11,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,3,3
221,2021-05-11,千葉ロッテマリーンズ,福岡ソフトバンクホークス,4,1
222,2021-05-12,東京ヤクルトスワローズ,広島東洋カープ,0,0
223,2021-05-12,横浜DeNAベイスターズ,読売ジャイアンツ,5,5
224,2021-05-12,北海道日本ハムファイターズ,オリックス・バファローズ,2,1
225,2021-05-12,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,4,3
226,2021-05-12,福岡ソフトバンクホークス,千葉ロッテマリーンズ,8,8
227,2021-05-13,阪神タイガース,中日ドラゴンズ,2,1
228,2021-05-14,阪神タイガース,読売ジャイアンツ,2,1
229,2021-05-14,東京ヤクルトスワローズ,中日ドラゴンズ,4,1
230,2021-05-14,広島東洋カープ,横浜DeNAベイスターズ,9,2
231,2021-05-14,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,2
232,2021-05-14,千葉ロッテマリーンズ,埼玉西武ライオンズ,4,4
233,2021-05-14,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,4
234,2021-05-15,読売ジャイアンツ,阪神タイガース,5,3
235,2021-05-15,東京ヤクルトスワローズ,中日ドラゴンズ,5,0
236,2021-05-15,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,3
237,2021-05-15,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,0
238,2021-05-15,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,3
239,2021-05-16,阪神タイガース,読売ジャイアンツ,6,5
240,2021-05-16,中日ドラゴンズ,東京ヤクルトスワローズ,2,2
241,2021-05-16,広島東洋カープ,横浜DeNAベイスターズ,3,3
242,2021-05-16,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,2
243,2021-05-16,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,6
244,2021-05-16,東北楽天ゴールデンイーグルス,オリックス・バファローズ,1,0
245,2021-05-18,読売ジャイアンツ,広島東洋カープ,7,2
246,2021-05-18,中日ドラゴンズ,横浜DeNAベイスターズ,5,1
247,2021-05-18,東京ヤクルトスワローズ,阪神タイガース,14,3
248,2021-05-18,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,3,2
249,2021-05-18,福岡ソフトバンクホークス,埼玉西武ライオンズ,8,2
250,2021-05-18,オリックス・バファローズ,千葉ロッテマリーンズ,6,5
251,2021-05-19,広島東洋カープ,読売ジャイアンツ,10,2
252,2021-05-19,阪神タイガース,東京ヤクルトスワローズ,3,1
253,2021-05-19,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,3,2
254,2021-05-19,福岡ソフトバンクホークス,埼玉西武ライオンズ,6,5
255,2021-05-19,千葉ロッテマリーンズ,オリックス・バファローズ,6,4
256,2021-05-20,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4,1
257,2021-05-20,埼玉西武ライオンズ,福岡ソフトバンクホークス,7,2
258,2021-05-21,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,3
259,2021-05-21,中日ドラゴンズ,読売ジャイアンツ,1,1
260,2021-05-21,埼玉西武ライオンズ,北海道日本ハムファイターズ,7,1
261,2021-05-21,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,13,6
262,2021-05-22,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,0
263,2021-05-22,読売ジャイアンツ,中日ドラゴンズ,5,4
264,2021-05-22,埼玉西武ライオンズ,北海道日本ハムファイターズ,8,1
265,2021-05-22,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,3,1
266,2021-05-22,福岡ソフトバンクホークス,オリックス・バファローズ,7,2
267,2021-05-23,東京ヤクルトスワローズ,横浜DeNAベイスターズ,10,5
268,2021-05-23,中日ドラゴンズ,読売ジャイアンツ,4,1
269,2021-05-23,北海道日本ハムファイターズ,埼玉西武ライオンズ,10,3
270,2021-05-23,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,6,5
271,2021-05-23,福岡ソフトバンクホークス,オリックス・バファローズ,7,2
272,2021-05-25,読売ジャイアンツ,東北楽天ゴールデンイーグルス,9,4
273,2021-05-25,北海道日本ハムファイターズ,東京ヤクルトスワローズ,4,2
274,2021-05-25,横浜DeNAベイスターズ,オリックス・バファローズ,10,3
275,2021-05-25,中日ドラゴンズ,福岡ソフトバンクホークス,2,0
276,2021-05-25,千葉ロッテマリーンズ,阪神タイガース,5,3
277,2021-05-26,読売ジャイアンツ,東北楽天ゴールデンイーグルス,5,2
278,2021-05-26,東京ヤクルトスワローズ,北海道日本ハムファイターズ,4,3
279,2021-05-26,オリックス・バファローズ,横浜DeNAベイスターズ,14,5
280,2021-05-26,中日ドラゴンズ,福岡ソフトバンクホークス,4,3
281,2021-05-26,阪神タイガース,千葉ロッテマリーンズ,3,2
282,2021-05-27,東北楽天ゴールデンイーグルス,読売ジャイアンツ,2,0
283,2021-05-27,東京ヤクルトスワローズ,北海道日本ハムファイターズ,5,2
284,2021-05-27,横浜DeNAベイスターズ,オリックス・バファローズ,11,8
285,2021-05-27,中日ドラゴンズ,福岡ソフトバンクホークス,3,3
286,2021-05-27,千葉ロッテマリーンズ,阪神タイガース,6,4
287,2021-05-27,広島東洋カープ,埼玉西武ライオンズ,4,4
288,2021-05-28,北海道日本ハムファイターズ,中日ドラゴンズ,10,1
289,2021-05-28,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,7,6
290,2021-05-28,阪神タイガース,埼玉西武ライオンズ,10,7
291,2021-05-28,広島東洋カープ,千葉ロッテマリーンズ,10,8
292,2021-05-28,オリックス・バファローズ,東京ヤクルトスワローズ,9,2
293,2021-05-28,福岡ソフトバンクホークス,読売ジャイアンツ,9,3
294,2021-05-29,中日ドラゴンズ,北海道日本ハムファイターズ,7,4
295,2021-05-29,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,1,1
296,2021-05-29,埼玉西武ライオンズ,阪神タイガース,1,0
297,2021-05-29,千葉ロッテマリーンズ,広島東洋カープ,7,3
298,2021-05-29,東京ヤクルトスワローズ,オリックス・バファローズ,7,4
299,2021-05-29,福岡ソフトバンクホークス,読売ジャイアンツ,8,3
300,2021-05-30,中日ドラゴンズ,北海道日本ハムファイターズ,4,1
301,2021-05-30,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,5,1
302,2021-05-30,阪神タイガース,埼玉西武ライオンズ,9,8
303,2021-05-30,千葉ロッテマリーンズ,広島東洋カープ,7,1
304,2021-05-30,オリックス・バファローズ,東京ヤクルトスワローズ,8,7
305,2021-05-30,読売ジャイアンツ,福岡ソフトバンクホークス,4,3
306,2021-06-01,読売ジャイアンツ,埼玉西武ライオンズ,4,4
307,2021-06-01,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,7,4
308,2021-06-01,横浜DeNAベイスターズ,福岡ソフトバンクホークス,4,3
309,2021-06-01,中日ドラゴンズ,千葉ロッテマリーンズ,1,0
310,2021-06-01,オリックス・バファローズ,阪神タイガース,5,2
311,2021-06-01,北海道日本ハムファイターズ,広島東洋カープ,7,3
312,2021-06-02,読売ジャイアンツ,埼玉西武ライオンズ,4,3
313,2021-06-02,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,1
314,2021-06-02,横浜DeNAベイスターズ,福岡ソフトバンクホークス,1,1
315,2021-06-02,中日ドラゴンズ,千葉ロッテマリーンズ,2,2
316,2021-06-02,阪神タイガース,オリックス・バファローズ,2,1
317,2021-06-02,広島東洋カープ,北海道日本ハムファイターズ,3,0
318,2021-06-03,読売ジャイアンツ,埼玉西武ライオンズ,4,4
319,2021-06-03,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,4,2
320,2021-06-03,横浜DeNAベイスターズ,福岡ソフトバンクホークス,4,3
321,2021-06-03,中日ドラゴンズ,千葉ロッテマリーンズ,4,3
322,2021-06-03,オリックス・バファローズ,阪神タイガース,7,3
323,2021-06-04,読売ジャイアンツ,北海道日本ハムファイターズ,6,0
324,2021-06-04,東京ヤクルトスワローズ,埼玉西武ライオンズ,10,1
325,2021-06-04,千葉ロッテマリーンズ,横浜DeNAベイスターズ,11,7
326,2021-06-04,オリックス・バファローズ,中日ドラゴンズ,2,1
327,2021-06-04,阪神タイガース,福岡ソフトバンクホークス,6,1
328,2021-06-04,東北楽天ゴールデンイーグルス,広島東洋カープ,12,5
329,2021-06-05,北海道日本ハムファイターズ,読売ジャイアンツ,6,4
330,2021-06-05,埼玉西武ライオンズ,東京ヤクルトスワローズ,6,3
331,2021-06-05,横浜DeNAベイスターズ,千葉ロッテマリーンズ,11,9
332,2021-06-05,中日ドラゴンズ,オリックス・バファローズ,6,3
333,2021-06-05,福岡ソフトバンクホークス,阪神タイガース,10,2
334,2021-06-05,東北楽天ゴールデンイーグルス,広島東洋カープ,7,3
335,2021-06-06,北海道日本ハムファイターズ,読売ジャイアンツ,4,2
336,2021-06-06,東京ヤクルトスワローズ,埼玉西武ライオンズ,9,6
337,2021-06-06,横浜DeNAベイスターズ,千葉ロッテマリーンズ,4,3
338,2021-06-06,オリックス・バファローズ,中日ドラゴンズ,4,0
339,2021-06-06,福岡ソフトバンクホークス,阪神タイガース,8,3
340,2021-06-06,東北楽天ゴールデンイーグルス,広島東洋カープ,6,4
341,2021-06-08,阪神タイガース,北海道日本ハムファイターズ,3,2
342,2021-06-08,東北楽天ゴールデンイーグルス,中日ドラゴンズ,5,2
343,2021-06-08,埼玉西武ライオンズ,横浜DeNAベイスターズ,8,3
344,2021-06-08,千葉ロッテマリーンズ,東京ヤクルトスワローズ,7,4
345,2021-06-08,オリックス・バファローズ,読売ジャイアンツ,3,3
346,2021-06-08,福岡ソフトバンクホークス,広島東洋カープ,1,1
347,2021-06-09,阪神タイガース,北海道日本ハムファイターズ,10,3
348,2021-06-09,中日ドラゴンズ,東北楽天ゴールデンイーグルス,7,3
349,2021-06-09,埼玉西武ライオンズ,横浜DeNAベイスターズ,8,8
350,2021-06-09,東京ヤクルトスワローズ,千葉ロッテマリーンズ,5,3
351,2021-06-09,オリックス・バファローズ,読売ジャイアンツ,3,1
352,2021-06-09,福岡ソフトバンクホークス,広島東洋カープ,8,4
353,2021-06-10,阪神タイガース,北海道日本ハムファイターズ,4,2
354,2021-06-10,東北楽天ゴールデンイーグルス,中日ドラゴンズ,6,2
355,2021-06-10,埼玉西武ライオンズ,横浜DeNAベイスターズ,5,3
356,2021-06-10,千葉ロッテマリーンズ,東京ヤクルトスワローズ,2,1
357,2021-06-10,オリックス・バファローズ,読売ジャイアンツ,6,0
358,2021-06-10,福岡ソフトバンクホークス,広島東洋カープ,1,1
359,2021-06-11,横浜DeNAベイスターズ,北海道日本ハムファイターズ,4,0
360,2021-06-11,阪神タイガース,東北楽天ゴールデンイーグルス,3,2
361,2021-06-11,中日ドラゴンズ,埼玉西武ライオンズ,6,5
362,2021-06-11,読売ジャイアンツ,千葉ロッテマリーンズ,5,1
363,2021-06-11,オリックス・バファローズ,広島東洋カープ,4,0
364,2021-06-11,東京ヤクルトスワローズ,福岡ソフトバンクホークス,1,0
365,2021-06-12,北海道日本ハムファイターズ,横浜DeNAベイスターズ,4,3
