,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西武ライオンズ,130,79,45,6,,0.637,- -
1,ロッテ・オリオンズ,130,64,60,6,,0.516,15.0
2,近鉄バファローズ,130,63,60,7,,0.5121,15.5
3,阪急ブレーブス,130,64,61,5,,0.512,15.5
4,日本ハム・ファイターズ,130,53,65,12,,0.449,23.0
5,南海ホークス,130,44,76,10,,0.367,33.0
