,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,140,91,47,2,,0.659,- -
1,中日ドラゴンズ,140,77,59,4,,0.566,13.0
2,阪神タイガース,140,71,66,3,,0.518,19.5
3,大洋ホエールズ,140,68,70,2,,0.493,23.0
4,広島カープ,140,59,77,4,,0.434,31.0
5,サンケイスワローズ,140,44,91,5,,0.326,45.5
