,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,144,89,46,9,,0.659,- -
1,中日ドラゴンズ,144,81,62,1,,0.566,12.0
2,東京ヤクルトスワローズ,144,71,72,1,,0.497,22.0
3,阪神タイガース,144,67,73,4,,0.479,24.5
4,広島東洋カープ,144,65,75,4,,0.464,26.5
5,横浜ベイスターズ,144,51,93,0,,0.354,42.5
