,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西武ライオンズ,130,86,40,4,,0.683,- -
1,阪急ブレーブス,130,67,55,8,,0.549,17.0
2,日本ハム・ファイターズ,130,64,59,7,,0.52,20.5
3,近鉄バファローズ,130,52,65,13,,0.444,29.5
4,南海ホークス,130,52,69,9,,0.43,31.5
5,ロッテ・オリオンズ,130,43,76,11,,0.361,39.5
