,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,北海道日本ハムファイターズ,143,87,53,3,,0.621,- -
1,福岡ソフトバンクホークス,143,83,54,6,,0.606,2.5
2,千葉ロッテマリーンズ,143,72,68,3,,0.514,15.0
3,埼玉西武ライオンズ,143,64,76,3,,0.457,23.0
4,東北楽天ゴールデンイーグルス,143,62,78,3,,0.443,25.0
5,オリックス・バファローズ,143,57,83,3,,0.407,30.0
