,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西武ライオンズ,135,70,61,4,,0.534,- -
1,日本ハム・ファイターズ,135,67,65,3,,0.508,3.5
2,オリックス・ブルーウェーブ,135,66,66,3,,0.5,4.5
3,福岡ダイエーホークス,135,67,67,1,,0.5,4.5
4,近鉄バファローズ,135,66,67,2,,0.496,5.0
5,千葉ロッテマリーンズ,135,61,71,3,,0.462,9.5
