,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,阪急ブレーブス,130,80,48,2,,0.625,- -
1,近鉄バファローズ,130,64,60,6,,0.5161,14.0
2,南海ホークス,130,65,61,4,,0.5158,14.0
3,東映フライヤーズ,130,63,61,6,,0.508,15.0
4,ロッテ・オリオンズ,130,59,68,3,,0.465,20.5
5,西鉄ライオンズ,130,47,80,3,,0.37,32.5
