,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西鉄ライオンズ,150,86,60,4,,0.589,- -
1,南海ホークス,150,85,61,4,,0.582,1.0
2,東映フライヤーズ,150,76,71,3,,0.517,10.5
3,近鉄バファローズ,150,74,73,3,,0.503,12.5
4,毎日大映オリオンズ,150,64,85,1,,0.43,23.5
5,阪急ブレーブス,150,57,92,1,,0.383,30.5
