,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,144,84,57,3,,0.596,- -
1,阪神タイガース,144,82,59,3,,0.582,2.0
2,中日ドラゴンズ,144,71,68,5,,0.511,12.0
3,広島東洋カープ,144,69,70,5,,0.496,14.0
4,東京ヤクルトスワローズ,144,66,74,4,,0.471,17.5
5,横浜ベイスターズ,144,48,94,2,,0.338,36.5
