,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,広島東洋カープ,130,73,44,13,,0.624,- -
1,ヤクルトスワローズ,130,68,52,10,,0.567,6.5
2,読売ジャイアンツ,130,61,60,9,,0.504,14.0
3,横浜大洋ホエールズ,130,59,62,9,,0.488,16.0
4,阪神タイガース,130,54,66,10,,0.45,20.5
5,中日ドラゴンズ,130,45,76,9,,0.372,30.0
