,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西鉄ライオンズ,132,83,44,5,,0.648,- -
1,南海ホークス,132,78,53,1,,0.595,7.0
2,毎日オリオンズ,132,75,52,5,,0.587,8.0
3,阪急ブレーブス,132,71,55,6,,0.561,11.5
4,東映フライヤーズ,132,56,73,3,,0.436,28.0
5,近鉄パールス,132,44,82,6,,0.356,38.5
6,大映ユニオンズ,132,41,89,2,,0.318,43.5
