,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,中日ドラゴンズ,130,64,47,19,,0.577,- -
1,読売ジャイアンツ,130,66,50,14,,0.569,0.5
2,阪神タイガース,130,65,57,8,,0.533,4.5
3,広島東洋カープ,130,59,58,13,,0.504,8.0
4,横浜大洋ホエールズ,130,53,65,12,,0.449,14.5
5,ヤクルトスワローズ,130,45,75,10,,0.375,23.5
