,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,阪神タイガース,143,85,53,5,,0.616,- -
1,広島東洋カープ,143,74,65,4,,0.532,11.5
2,横浜DeNAベイスターズ,143,74,66,3,,0.529,12.0
3,読売ジャイアンツ,143,71,70,2,,0.504,15.5
4,東京ヤクルトスワローズ,143,57,83,3,,0.407,29.0
5,中日ドラゴンズ,143,56,82,5,,0.406,29.0
