,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,76,43,11,,0.639,- -
1,中日ドラゴンズ,130,68,51,11,,0.571,8.0
2,広島東洋カープ,130,65,55,10,,0.542,11.5
3,ヤクルトスワローズ,130,58,64,8,,0.475,19.5
4,横浜大洋ホエールズ,130,56,68,6,,0.452,22.5
5,阪神タイガース,130,41,83,6,,0.331,37.5
