,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,73,51,6,,0.589,- -
1,阪神タイガース,130,68,59,3,,0.535,6.5
2,大洋ホエールズ,130,61,61,8,,0.5,11.0
3,中日ドラゴンズ,130,59,65,6,,0.476,14.0
4,アトムズ,130,58,69,3,,0.457,16.5
5,広島東洋カープ,130,56,70,4,,0.444,18.0
