,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,埼玉西武ライオンズ,143,80,62,1,,0.563,- -
1,福岡ソフトバンクホークス,143,76,62,5,,0.551,2.0
2,東北楽天ゴールデンイーグルス,143,71,68,4,,0.511,7.5
3,千葉ロッテマリーンズ,143,69,70,4,,0.496,9.5
4,北海道日本ハムファイターズ,143,65,73,5,,0.471,13.0
5,オリックス・バファローズ,143,61,75,7,,0.449,16.0
