,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,143,77,64,2,,0.546,- -
1,横浜DeNAベイスターズ,143,71,69,3,,0.507,5.5
2,阪神タイガース,143,69,68,6,,0.504,6.0
3,広島東洋カープ,143,70,70,3,,0.5,6.5
4,中日ドラゴンズ,143,68,73,2,,0.482,9.0
5,東京ヤクルトスワローズ,143,59,82,2,,0.418,18.0
