,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,中日ドラゴンズ,130,70,49,11,,0.588,- -
1,読売ジャイアンツ,130,71,50,9,,0.587,0.0
2,ヤクルトスワローズ,130,60,63,7,,0.488,12.0
3,阪神タイガース,130,57,64,9,,0.471,14.0
4,大洋ホエールズ,130,55,69,6,,0.444,17.5
5,広島東洋カープ,130,54,72,4,,0.429,19.5
