,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,オリックス・ブルーウェーブ,130,74,50,6,,0.597,- -
1,日本ハム・ファイターズ,130,68,58,4,,0.54,7.0
2,西武ライオンズ,130,62,64,4,,0.492,13.0
3,近鉄バファローズ,130,62,67,1,,0.481,14.5
4,千葉ロッテマリーンズ,130,60,67,3,,0.472,15.5
5,福岡ダイエーホークス,130,54,74,2,,0.422,22.0
