,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,77,52,1,,0.596,- -
1,大阪タイガース,130,72,58,0,,0.554,5.5
2,中日ドラゴンズ,130,66,59,5,,0.527,9.0
3,国鉄スワローズ,130,58,68,4,,0.462,17.5
4,広島カープ,130,54,68,8,,0.446,19.5
5,大洋ホエールズ,130,51,73,6,,0.415,23.5
