,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西武ライオンズ,140,90,49,1,,0.647,- -
1,大阪近鉄バファローズ,140,73,65,2,,0.529,16.5
2,福岡ダイエーホークス,140,73,65,2,,0.529,16.5
3,千葉ロッテマリーンズ,140,67,72,1,,0.482,23.0
4,日本ハム・ファイターズ,140,61,76,3,,0.445,28.0
5,オリックス・ブルーウェーブ,140,50,87,3,,0.365,39.0
