,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,ヤクルトスワローズ,137,83,52,2,,0.615,- -
1,横浜ベイスターズ,135,72,63,0,,0.533,11.0
2,広島東洋カープ,135,66,69,0,,0.489,17.0
3,読売ジャイアンツ,135,63,72,0,,0.467,20.0
4,阪神タイガース,136,62,73,1,,0.459,21.0
5,中日ドラゴンズ,136,59,76,1,,0.437,24.0
