,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,東北楽天ゴールデンイーグルス,144,82,59,3,,0.582,- -
1,埼玉西武ライオンズ,144,74,66,4,,0.529,7.5
2,千葉ロッテマリーンズ,144,74,68,2,,0.521,8.5
3,福岡ソフトバンクホークス,144,73,69,2,,0.514,9.5
4,オリックス・バファローズ,144,66,73,5,,0.475,15.0
5,北海道日本ハムファイターズ,144,64,78,2,,0.451,18.5
