,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,ヤクルトスワローズ,131,69,61,1,,0.531,- -
1,読売ジャイアンツ,130,67,63,0,,0.515,2.0
2,阪神タイガース,132,67,63,2,,0.515,2.0
3,広島東洋カープ,130,66,64,0,,0.508,3.0
4,横浜大洋ホエールズ,131,61,69,1,,0.469,8.0
5,中日ドラゴンズ,130,60,70,0,,0.462,9.0
