,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,中日ドラゴンズ,135,81,54,0,,0.6,- -
1,読売ジャイアンツ,135,75,60,0,,0.556,6.0
2,横浜ベイスターズ,135,71,64,0,,0.526,10.0
3,ヤクルトスワローズ,135,66,69,0,,0.489,15.0
4,広島東洋カープ,135,57,78,0,,0.422,24.0
5,阪神タイガース,135,55,80,0,,0.407,26.0
