,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,134,89,41,4,,0.685,- -
1,中日ドラゴンズ,132,76,54,2,,0.585,13.0
2,阪神タイガース,135,64,66,5,,0.492,25.0
3,広島カープ,136,57,73,6,,0.438,32.0
4,大洋ホエールズ,130,52,78,0,,0.4,37.0
5,サンケイアトムズ,135,52,78,5,,0.4,37.0
