,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,ヤクルトスワローズ,132,80,50,2,,0.615,- -
1,中日ドラゴンズ,132,73,57,2,,0.562,7.0
2,読売ジャイアンツ,131,64,66,1,,0.492,16.0
3,阪神タイガース,132,63,67,2,,0.485,17.0
4,横浜ベイスターズ,130,57,73,0,,0.438,23.0
5,広島東洋カープ,131,53,77,1,,0.408,27.0
