,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,140,83,55,2,,0.601,- -
1,中日ドラゴンズ,140,80,57,3,,0.584,2.5
2,阪神タイガース,140,69,70,1,,0.496,14.5
3,国鉄スワローズ,140,65,73,2,,0.471,18.0
4,大洋ホエールズ,140,59,79,2,,0.428,24.0
5,広島カープ,140,58,80,2,,0.42,25.0
