,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,73,48,9,,0.603,- -
1,広島東洋カープ,130,67,54,9,,0.554,6.0
2,阪神タイガース,130,67,58,5,,0.536,8.0
3,ヤクルトスワローズ,130,56,58,16,,0.491,13.5
4,中日ドラゴンズ,130,58,65,7,,0.472,16.0
5,横浜大洋ホエールズ,130,42,80,8,,0.344,31.5
