,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,135,78,57,0,,0.578,- -
1,中日ドラゴンズ,135,70,65,0,,0.519,8.0
2,横浜ベイスターズ,136,69,66,1,,0.511,9.0
3,ヤクルトスワローズ,136,66,69,1,,0.489,12.0
4,広島東洋カープ,136,65,70,1,,0.481,13.0
5,阪神タイガース,136,57,78,1,,0.422,21.0
