,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,144,86,43,15,,0.667,- -
1,中日ドラゴンズ,144,75,53,16,,0.586,10.5
2,東京ヤクルトスワローズ,144,68,65,11,,0.511,20.0
3,広島東洋カープ,144,61,71,12,,0.462,26.5
4,阪神タイガース,144,55,75,14,,0.423,31.5
5,横浜DeNAベイスターズ,144,46,85,13,,0.351,41.0
