,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,南海ホークス,143,99,41,3,,0.707,- -
1,西鉄ライオンズ,144,90,50,4,,0.643,9.0
2,毎日オリオンズ,142,85,55,2,,0.607,14.0
3,阪急ブレーブス,142,80,60,2,,0.571,19.0
4,近鉄パールス,142,60,80,2,,0.429,39.0
5,大映スターズ,141,53,87,1,,0.379,46.0
6,東映フライヤーズ,143,51,89,3,,0.364,48.0
7,トンボユニオンズ,141,42,98,1,,0.3,57.0
