,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,東京ヤクルトスワローズ,143,76,65,2,,0.539,- -
1,読売ジャイアンツ,143,75,67,1,,0.528,1.5
2,阪神タイガース,143,70,71,2,,0.496,6.0
3,広島東洋カープ,143,69,71,3,,0.493,6.5
4,中日ドラゴンズ,143,62,77,4,,0.446,13.0
5,横浜DeNAベイスターズ,143,62,80,1,,0.437,14.5
