,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,77,53,0,,0.592,- -
1,中日ドラゴンズ,130,72,58,0,,0.554,5.0
2,広島東洋カープ,130,71,59,0,,0.546,6.0
3,ヤクルトスワローズ,130,61,69,0,,0.469,16.0
4,横浜ベイスターズ,130,55,75,0,,0.423,22.0
5,阪神タイガース,130,54,76,0,,0.415,23.0
