,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,東京ヤクルトスワローズ,143,80,59,4,,0.576,- -
1,横浜DeNAベイスターズ,143,73,68,2,,0.518,8.0
2,阪神タイガース,143,68,71,4,,0.489,12.0
3,読売ジャイアンツ,143,68,72,3,,0.486,12.5
4,広島東洋カープ,143,66,74,3,,0.471,14.5
5,中日ドラゴンズ,143,66,75,2,,0.468,15.0
