,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,西鉄ライオンズ,154,96,51,7,,0.646,- -
1,南海ホークス,154,96,52,6,,0.643,0.5
2,阪急ブレーブス,154,88,64,2,,0.578,10.5
3,毎日オリオンズ,154,84,66,4,,0.558,13.5
4,近鉄パールス,154,68,82,4,,0.455,29.5
5,東映フライヤーズ,154,58,92,4,,0.39,39.5
6,大映スターズ,154,57,94,3,,0.38,41.0
7,高橋ユニオンズ,154,52,98,4,,0.351,45.5
