,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,72,50,8,,0.59,- -
1,広島東洋カープ,130,65,55,10,,0.542,6.0
2,横浜大洋ホエールズ,130,61,61,8,,0.5,11.0
3,阪神タイガース,130,62,63,5,,0.496,11.5
4,中日ドラゴンズ,130,54,69,7,,0.439,18.5
5,ヤクルトスワローズ,130,53,69,8,,0.434,19.0
