,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,阪神タイガース,130,74,49,7,,0.602,- -
1,広島東洋カープ,130,68,57,5,,0.544,7.0
2,読売ジャイアンツ,130,61,60,9,,0.504,12.0
3,横浜大洋ホエールズ,130,57,61,12,,0.483,14.5
4,中日ドラゴンズ,130,56,61,13,,0.479,15.0
5,ヤクルトスワローズ,130,46,74,10,,0.383,26.5
