,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,広島東洋カープ,130,73,46,11,,0.613,- -
1,読売ジャイアンツ,130,75,48,7,,0.61,0.0
2,阪神タイガース,130,60,60,10,,0.5,13.5
3,横浜大洋ホエールズ,130,56,69,5,,0.448,20.0
4,中日ドラゴンズ,130,54,67,9,,0.446,20.0
5,ヤクルトスワローズ,130,49,77,4,,0.389,27.5
