,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,74,52,4,,0.587,- -
1,阪神タイガース,130,71,56,3,,0.559,3.5
2,中日ドラゴンズ,130,67,59,4,,0.532,7.0
3,ヤクルトアトムズ,130,60,67,3,,0.472,14.5
4,大洋ホエールズ,130,57,69,4,,0.452,17.0
5,広島東洋カープ,130,49,75,6,,0.395,24.0
