,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,134,84,46,4,,0.646,- -
1,中日ドラゴンズ,134,72,58,4,,0.554,12.0
2,阪神タイガース,136,70,60,6,,0.538,14.0
3,大洋ホエールズ,135,59,71,5,,0.454,25.0
4,サンケイアトムズ,135,58,72,5,,0.446,26.0
5,広島カープ,138,47,83,8,,0.362,37.0
