,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,140,86,52,2,,0.623,- -
1,ヤクルトスワローズ,140,74,62,4,,0.544,11.0
2,中日ドラゴンズ,140,69,66,5,,0.511,15.5
3,阪神タイガース,140,66,70,4,,0.485,19.0
4,広島東洋カープ,140,64,72,4,,0.471,21.0
5,横浜ベイスターズ,140,49,86,5,,0.363,35.5
