,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,79,47,4,,0.627,- -
1,阪神タイガース,130,77,49,4,,0.611,2.0
2,大洋ホエールズ,130,69,57,4,,0.548,10.0
3,広島東洋カープ,130,62,60,8,,0.508,15.0
4,中日ドラゴンズ,130,55,70,5,,0.44,23.5
5,ヤクルトアトムズ,130,33,92,5,,0.264,45.5
