,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,松竹ロビンス,137,98,35,4,,0.737,- -
1,中日ドラゴンズ,137,89,44,4,,0.669,9.0
2,読売ジャイアンツ,140,82,54,4,,0.603,17.5
3,大阪タイガース,140,70,67,3,,0.511,30.0
4,大洋ホエールズ,140,69,68,3,,0.504,31.0
5,西日本パイレーツ,136,50,83,3,,0.376,48.0
6,国鉄スワローズ,138,42,94,2,,0.309,57.5
7,広島カープ,138,41,96,1,,0.299,59.0
