,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,阪急ブレーブス,134,75,55,4,,0.577,- -
1,西鉄ライオンズ,140,66,64,10,,0.508,9.0
2,東映フライヤーズ,134,65,65,4,,0.5,10.0
3,南海ホークス,133,64,66,3,,0.492,11.0
4,東京オリオンズ,137,61,69,7,,0.469,14.0
5,近鉄バファローズ,132,59,71,2,,0.454,16.0
