,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,80,46,4,,0.635,- -
1,ヤクルトスワローズ,130,62,58,10,,0.517,15.0
2,中日ドラゴンズ,130,64,61,5,,0.512,15.5
3,阪神タイガース,130,55,63,12,,0.466,21.0
4,広島東洋カープ,130,51,67,12,,0.432,25.0
5,大洋ホエールズ,130,51,68,11,,0.429,25.5
