,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,広島東洋カープ,143,82,59,2,,0.582,- -
1,東京ヤクルトスワローズ,143,75,66,2,,0.532,7.0
2,読売ジャイアンツ,143,67,71,5,,0.486,13.5
3,横浜DeNAベイスターズ,143,67,74,2,,0.475,15.0
4,中日ドラゴンズ,143,63,78,2,,0.447,19.0
5,阪神タイガース,143,62,79,2,,0.44,20.0
