,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,オリックス・バファローズ,143,76,65,2,,0.539,- -
1,福岡ソフトバンクホークス,143,76,65,2,,0.539,0.0
2,埼玉西武ライオンズ,143,72,68,3,,0.514,3.5
3,東北楽天ゴールデンイーグルス,143,69,71,3,,0.493,6.5
4,千葉ロッテマリーンズ,143,69,73,1,,0.486,7.5
5,北海道日本ハムファイターズ,143,59,81,3,,0.421,16.5
