,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,毎日オリオンズ,120,81,34,5,,0.704,- -
1,南海ホークス,120,66,49,5,,0.574,15.0
2,大映スターズ,120,62,54,4,,0.534,19.5
3,阪急ブレーブス,120,54,64,2,,0.458,28.5
4,西鉄クリッパース,120,51,67,2,,0.432,31.5
5,東急フライヤーズ,120,51,69,0,,0.425,32.5
6,近鉄パールス,120,44,72,4,,0.379,37.5
