,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,福岡ダイエーホークス,135,73,60,2,,0.549,- -
1,西武ライオンズ,135,69,61,5,,0.531,2.5
2,日本ハム・ファイターズ,135,69,65,1,,0.515,4.5
3,オリックス・ブルーウェーブ,135,64,67,4,,0.489,8.0
4,千葉ロッテマリーンズ,135,62,67,6,,0.481,9.0
5,大阪近鉄バファローズ,135,58,75,2,,0.436,15.0
