,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,144,84,53,7,,0.613,- -
1,阪神タイガース,144,73,67,4,,0.521,12.5
2,広島東洋カープ,144,69,72,3,,0.489,17.0
3,中日ドラゴンズ,144,64,77,3,,0.454,22.0
4,横浜DeNAベイスターズ,144,64,79,1,,0.448,23.0
5,東京ヤクルトスワローズ,144,57,83,4,,0.407,28.5
