,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,70,60,0,,0.538,- -
1,中日ドラゴンズ,130,69,61,0,,0.531,1.0
2,広島東洋カープ,130,66,64,0,,0.508,4.0
3,ヤクルトスワローズ,130,62,68,0,,0.477,8.0
4,阪神タイガース,130,62,68,0,,0.477,8.0
5,横浜ベイスターズ,130,61,69,0,,0.469,9.0
