,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,阪神タイガース,146,87,54,5,,0.617,- -
1,中日ドラゴンズ,146,79,66,1,,0.545,10.0
2,横浜ベイスターズ,146,69,70,7,,0.496,17.0
3,ヤクルトスワローズ,146,71,73,2,,0.493,17.5
4,読売ジャイアンツ,146,62,80,4,,0.437,25.5
5,広島東洋カープ,146,58,84,4,,0.408,29.5
