,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,広島東洋カープ,130,67,50,13,,0.573,- -
1,横浜大洋ホエールズ,130,59,54,17,,0.522,6.0
2,中日ドラゴンズ,130,59,57,14,,0.509,7.5
3,阪神タイガース,130,61,60,9,,0.504,8.0
4,読売ジャイアンツ,130,58,62,10,,0.483,10.5
5,ヤクルトスワローズ,130,48,69,13,,0.41,19.0
