,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,92,37,1,,0.713,- -
1,中日ドラゴンズ,130,77,52,1,,0.597,15.0
2,大阪タイガース,130,71,57,2,,0.555,20.5
3,広島カープ,130,58,70,2,,0.453,33.5
4,国鉄スワローズ,130,57,71,2,,0.445,34.5
5,大洋ホエールズ,130,31,99,0,,0.238,61.5
