,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,広島東洋カープ,143,88,51,4,,0.633,- -
1,阪神タイガース,143,78,61,4,,0.561,10.0
2,横浜DeNAベイスターズ,143,73,65,5,,0.529,14.5
3,読売ジャイアンツ,143,72,68,3,,0.514,16.5
4,中日ドラゴンズ,143,59,79,5,,0.428,28.5
5,東京ヤクルトスワローズ,143,45,96,2,,0.319,44.0
