,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,144,82,61,1,,0.573,- -
1,阪神タイガース,144,75,68,1,,0.524,7.0
2,広島東洋カープ,144,74,68,2,,0.521,7.5
3,中日ドラゴンズ,144,67,73,4,,0.479,13.5
4,横浜DeNAベイスターズ,144,67,75,2,,0.472,14.5
5,東京ヤクルトスワローズ,144,60,81,3,,0.426,21.0
