,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,福岡ソフトバンクホークス,120,73,42,5,,0.635,- -
1,千葉ロッテマリーンズ,120,60,57,3,,0.513,14.0
2,埼玉西武ライオンズ,120,58,58,4,,0.5,15.5
3,東北楽天ゴールデンイーグルス,120,55,57,8,,0.491,16.5
4,北海道日本ハムファイターズ,120,53,62,5,,0.461,20.0
5,オリックス・バファローズ,120,45,68,7,,0.398,27.0
