,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,120,67,45,8,,0.598,- -
1,阪神タイガース,120,60,53,7,,0.531,7.5
2,中日ドラゴンズ,120,60,55,5,,0.522,8.5
3,横浜DeNAベイスターズ,120,56,58,6,,0.491,12.0
4,広島東洋カープ,120,52,56,12,,0.481,13.0
5,東京ヤクルトスワローズ,120,41,69,10,,0.373,25.0
