,チーム,試 合,勝 利,敗 北,引 分,Unnamed: 5,勝 率,ゲーム差
0,読売ジャイアンツ,130,76,45,9,,0.628,- -
1,阪神タイガース,130,72,45,13,,0.615,2.0
2,広島東洋カープ,130,61,58,11,,0.513,14.0
3,中日ドラゴンズ,130,54,66,10,,0.45,21.5
4,ヤクルトスワローズ,130,52,68,10,,0.433,23.5
5,大洋ホエールズ,130,45,78,7,,0.366,32.0
